"x","y","year","month","pm2.5"
106.654996141104,-6.0549999702885,"2015","1",14.1999998092651
106.664996140837,-6.0549999702885,"2015","1",14.1999998092651
106.67499614057,-6.0549999702885,"2015","1",14.1999998092651
106.684996140303,-6.0549999702885,"2015","1",14.1999998092651
106.694996140036,-6.0549999702885,"2015","1",14.1000003814697
106.704996139769,-6.0549999702885,"2015","1",14.1000003814697
106.714996139502,-6.0549999702885,"2015","1",14.1000003814697
106.984996132291,-6.0549999702885,"2015","1",15.5
106.994996132024,-6.0549999702885,"2015","1",15.6999998092651
106.654996141104,-6.06499997007346,"2015","1",14.6000003814697
106.664996140837,-6.06499997007346,"2015","1",14.6000003814697
106.67499614057,-6.06499997007346,"2015","1",14.5
106.684996140303,-6.06499997007346,"2015","1",14.5
106.694996140036,-6.06499997007346,"2015","1",14.5
106.704996139769,-6.06499997007346,"2015","1",14.5
106.714996139502,-6.06499997007346,"2015","1",14.5
106.994996132024,-6.06499997007346,"2015","1",16.2000007629395
106.654996141104,-6.07499996985841,"2015","1",15.1000003814697
106.664996140837,-6.07499996985841,"2015","1",15.1000003814697
106.67499614057,-6.07499996985841,"2015","1",15
106.684996140303,-6.07499996985841,"2015","1",15
106.694996140036,-6.07499996985841,"2015","1",15
106.704996139769,-6.07499996985841,"2015","1",15
106.714996139502,-6.07499996985841,"2015","1",15
106.724996139235,-6.07499996985841,"2015","1",14.8999996185303
106.734996138967,-6.07499996985841,"2015","1",14.8999996185303
106.994996132024,-6.07499996985841,"2015","1",16.7000007629395
106.654996141104,-6.08499996964336,"2015","1",15.5
106.664996140837,-6.08499996964336,"2015","1",15.3999996185303
106.67499614057,-6.08499996964336,"2015","1",15.3999996185303
106.684996140303,-6.08499996964336,"2015","1",15.3999996185303
106.694996140036,-6.08499996964336,"2015","1",15.3999996185303
106.704996139769,-6.08499996964336,"2015","1",15.3999996185303
106.714996139502,-6.08499996964336,"2015","1",15.3999996185303
106.724996139235,-6.08499996964336,"2015","1",15.3999996185303
106.734996138967,-6.08499996964336,"2015","1",15.3999996185303
106.974996132558,-6.08499996964336,"2015","1",16.7999992370605
106.984996132291,-6.08499996964336,"2015","1",17
106.994996132024,-6.08499996964336,"2015","1",17.2000007629395
106.654996141104,-6.09499996942831,"2015","1",16
106.664996140837,-6.09499996942831,"2015","1",16.1000003814697
106.67499614057,-6.09499996942831,"2015","1",16.1000003814697
106.684996140303,-6.09499996942831,"2015","1",16.1000003814697
106.694996140036,-6.09499996942831,"2015","1",16.1000003814697
106.704996139769,-6.09499996942831,"2015","1",16.1000003814697
106.714996139502,-6.09499996942831,"2015","1",16.1000003814697
106.724996139235,-6.09499996942831,"2015","1",16.1000003814697
106.734996138967,-6.09499996942831,"2015","1",16.1000003814697
106.7449961387,-6.09499996942831,"2015","1",16.1000003814697
106.794996137365,-6.09499996942831,"2015","1",16
106.804996137098,-6.09499996942831,"2015","1",16
106.814996136831,-6.09499996942831,"2015","1",16
106.874996135229,-6.09499996942831,"2015","1",16
106.884996134962,-6.09499996942831,"2015","1",16.1000003814697
106.894996134694,-6.09499996942831,"2015","1",16.2999992370605
106.904996134427,-6.09499996942831,"2015","1",16.3999996185303
106.91499613416,-6.09499996942831,"2015","1",16.5
106.924996133893,-6.09499996942831,"2015","1",16.6000003814697
106.934996133626,-6.09499996942831,"2015","1",16.7999992370605
106.944996133359,-6.09499996942831,"2015","1",16.8999996185303
106.954996133092,-6.09499996942831,"2015","1",17
106.964996132825,-6.09499996942831,"2015","1",17.1000003814697
106.974996132558,-6.09499996942831,"2015","1",17.2999992370605
