"x","y","year","month","pm2.5"
106.654996141104,-6.0549999702885,"2021","1",13.5
106.664996140837,-6.0549999702885,"2021","1",13.5
106.67499614057,-6.0549999702885,"2021","1",13.6000003814697
106.684996140303,-6.0549999702885,"2021","1",13.6000003814697
106.694996140036,-6.0549999702885,"2021","1",13.6999998092651
106.704996139769,-6.0549999702885,"2021","1",13.8000001907349
106.714996139502,-6.0549999702885,"2021","1",13.8000001907349
106.984996132291,-6.0549999702885,"2021","1",14.1000003814697
106.994996132024,-6.0549999702885,"2021","1",14.1999998092651
106.654996141104,-6.06499997007346,"2021","1",13.6999998092651
106.664996140837,-6.06499997007346,"2021","1",13.8000001907349
106.67499614057,-6.06499997007346,"2021","1",13.8999996185303
106.684996140303,-6.06499997007346,"2021","1",13.8999996185303
106.694996140036,-6.06499997007346,"2021","1",14
106.704996139769,-6.06499997007346,"2021","1",14.1000003814697
106.714996139502,-6.06499997007346,"2021","1",14.1000003814697
106.994996132024,-6.06499997007346,"2021","1",14.5
106.654996141104,-6.07499996985841,"2021","1",14
106.664996140837,-6.07499996985841,"2021","1",14.1000003814697
106.67499614057,-6.07499996985841,"2021","1",14.1000003814697
106.684996140303,-6.07499996985841,"2021","1",14.1999998092651
106.694996140036,-6.07499996985841,"2021","1",14.3000001907349
106.704996139769,-6.07499996985841,"2021","1",14.3999996185303
106.714996139502,-6.07499996985841,"2021","1",14.3999996185303
106.724996139235,-6.07499996985841,"2021","1",14.5
106.734996138967,-6.07499996985841,"2021","1",14.6000003814697
106.994996132024,-6.07499996985841,"2021","1",14.8999996185303
106.654996141104,-6.08499996964336,"2021","1",14.3000001907349
106.664996140837,-6.08499996964336,"2021","1",14.3999996185303
106.67499614057,-6.08499996964336,"2021","1",14.3999996185303
106.684996140303,-6.08499996964336,"2021","1",14.5
106.694996140036,-6.08499996964336,"2021","1",14.6000003814697
106.704996139769,-6.08499996964336,"2021","1",14.6999998092651
106.714996139502,-6.08499996964336,"2021","1",14.6999998092651
106.724996139235,-6.08499996964336,"2021","1",14.8000001907349
106.734996138967,-6.08499996964336,"2021","1",14.8999996185303
106.974996132558,-6.08499996964336,"2021","1",15.1999998092651
106.984996132291,-6.08499996964336,"2021","1",15.1999998092651
106.994996132024,-6.08499996964336,"2021","1",15.3000001907349
106.654996141104,-6.09499996942831,"2021","1",14.5
106.664996140837,-6.09499996942831,"2021","1",14.6999998092651
106.67499614057,-6.09499996942831,"2021","1",14.6999998092651
106.684996140303,-6.09499996942831,"2021","1",14.8000001907349
106.694996140036,-6.09499996942831,"2021","1",14.8999996185303
106.704996139769,-6.09499996942831,"2021","1",14.8999996185303
106.714996139502,-6.09499996942831,"2021","1",15
106.724996139235,-6.09499996942831,"2021","1",15.1000003814697
106.734996138967,-6.09499996942831,"2021","1",15.1999998092651
106.7449961387,-6.09499996942831,"2021","1",15.1999998092651
106.794996137365,-6.09499996942831,"2021","1",15.3999996185303
106.804996137098,-6.09499996942831,"2021","1",15.5
106.814996136831,-6.09499996942831,"2021","1",15.5
106.874996135229,-6.09499996942831,"2021","1",15.6000003814697
106.884996134962,-6.09499996942831,"2021","1",15.6000003814697
106.894996134694,-6.09499996942831,"2021","1",15.5
106.904996134427,-6.09499996942831,"2021","1",15.5
106.91499613416,-6.09499996942831,"2021","1",15.5
106.924996133893,-6.09499996942831,"2021","1",15.5
106.934996133626,-6.09499996942831,"2021","1",15.5
106.944996133359,-6.09499996942831,"2021","1",15.3999996185303
106.954996133092,-6.09499996942831,"2021","1",15.3999996185303
106.964996132825,-6.09499996942831,"2021","1",15.5
106.974996132558,-6.09499996942831,"2021","1",15.5
106.984996132291,-6.09499996942831,"2021","1",15.6000003814697
106.994996132024,-6.09499996942831,"2021","1",15.6000003814697
106.654996141104,-6.10499996921326,"2021","1",14.8000001907349
106.664996140837,-6.10499996921326,"2021","1",14.8999996185303
106.67499614057,-6.10499996921326,"2021","1",15
106.684996140303,-6.10499996921326,"2021","1",15.1000003814697
106.694996140036,-6.10499996921326,"2021","1",15.1999998092651
106.704996139769,-6.10499996921326,"2021","1",15.1999998092651
106.714996139502,-6.10499996921326,"2021","1",15.3000001907349
106.724996139235,-6.10499996921326,"2021","1",15.3999996185303
106.734996138967,-6.10499996921326,"2021","1",15.5
106.7449961387,-6.10499996921326,"2021","1",15.6000003814697
106.754996138433,-6.10499996921326,"2021","1",15.6999998092651
106.764996138166,-6.10499996921326,"2021","1",15.6999998092651
106.774996137899,-6.10499996921326,"2021","1",15.6999998092651
106.784996137632,-6.10499996921326,"2021","1",15.8000001907349
106.794996137365,-6.10499996921326,"2021","1",15.8000001907349
106.804996137098,-6.10499996921326,"2021","1",15.8000001907349
106.814996136831,-6.10499996921326,"2021","1",15.8999996185303
106.834996136297,-6.10499996921326,"2021","1",15.8999996185303
106.854996135763,-6.10499996921326,"2021","1",16
106.864996135496,-6.10499996921326,"2021","1",15.8999996185303
106.874996135229,-6.10499996921326,"2021","1",15.8999996185303
106.884996134962,-6.10499996921326,"2021","1",15.8999996185303
106.894996134694,-6.10499996921326,"2021","1",15.8999996185303
106.904996134427,-6.10499996921326,"2021","1",15.8999996185303
106.91499613416,-6.10499996921326,"2021","1",15.8999996185303
106.924996133893,-6.10499996921326,"2021","1",15.8000001907349
106.934996133626,-6.10499996921326,"2021","1",15.8999996185303
106.944996133359,-6.10499996921326,"2021","1",15.8999996185303
106.954996133092,-6.10499996921326,"2021","1",15.8000001907349
106.964996132825,-6.10499996921326,"2021","1",15.8000001907349
106.974996132558,-6.10499996921326,"2021","1",15.8999996185303
106.984996132291,-6.10499996921326,"2021","1",15.8999996185303
106.994996132024,-6.10499996921326,"2021","1",16
106.654996141104,-6.11499996899821,"2021","1",15.1000003814697
106.664996140837,-6.11499996899821,"2021","1",15.1999998092651
106.67499614057,-6.11499996899821,"2021","1",15.1999998092651
106.684996140303,-6.11499996899821,"2021","1",15.3999996185303
106.694996140036,-6.11499996899821,"2021","1",15.3999996185303
106.704996139769,-6.11499996899821,"2021","1",15.5
106.714996139502,-6.11499996899821,"2021","1",15.6000003814697
106.724996139235,-6.11499996899821,"2021","1",15.8000001907349
106.734996138967,-6.11499996899821,"2021","1",15.8999996185303
106.7449961387,-6.11499996899821,"2021","1",15.8999996185303
106.754996138433,-6.11499996899821,"2021","1",16
106.764996138166,-6.11499996899821,"2021","1",16.1000003814697
106.774996137899,-6.11499996899821,"2021","1",16.2000007629395
106.784996137632,-6.11499996899821,"2021","1",16.2000007629395
106.794996137365,-6.11499996899821,"2021","1",16.2999992370605
106.804996137098,-6.11499996899821,"2021","1",16.2999992370605
106.814996136831,-6.11499996899821,"2021","1",16.2999992370605
106.824996136564,-6.11499996899821,"2021","1",16.3999996185303
106.834996136297,-6.11499996899821,"2021","1",16.3999996185303
106.84499613603,-6.11499996899821,"2021","1",16.3999996185303
106.854996135763,-6.11499996899821,"2021","1",16.3999996185303
106.864996135496,-6.11499996899821,"2021","1",16.3999996185303
106.874996135229,-6.11499996899821,"2021","1",16.2999992370605
106.884996134962,-6.11499996899821,"2021","1",16.2999992370605
106.894996134694,-6.11499996899821,"2021","1",16.2999992370605
106.904996134427,-6.11499996899821,"2021","1",16.2000007629395
106.91499613416,-6.11499996899821,"2021","1",16.2999992370605
106.924996133893,-6.11499996899821,"2021","1",16.2000007629395
106.934996133626,-6.11499996899821,"2021","1",16.2000007629395
106.944996133359,-6.11499996899821,"2021","1",16.2999992370605
106.954996133092,-6.11499996899821,"2021","1",16.2999992370605
106.964996132825,-6.11499996899821,"2021","1",16.2999992370605
106.974996132558,-6.11499996899821,"2021","1",16.2999992370605
106.984996132291,-6.11499996899821,"2021","1",16.2999992370605
106.994996132024,-6.11499996899821,"2021","1",16.2999992370605
106.654996141104,-6.12499996878316,"2021","1",15.3000001907349
106.664996140837,-6.12499996878316,"2021","1",15.3999996185303
106.67499614057,-6.12499996878316,"2021","1",15.5
106.684996140303,-6.12499996878316,"2021","1",15.6999998092651
106.694996140036,-6.12499996878316,"2021","1",15.8000001907349
106.704996139769,-6.12499996878316,"2021","1",15.8999996185303
106.714996139502,-6.12499996878316,"2021","1",16
106.724996139235,-6.12499996878316,"2021","1",16.1000003814697
106.734996138967,-6.12499996878316,"2021","1",16.2000007629395
106.7449961387,-6.12499996878316,"2021","1",16.2999992370605
106.754996138433,-6.12499996878316,"2021","1",16.3999996185303
106.764996138166,-6.12499996878316,"2021","1",16.3999996185303
106.774996137899,-6.12499996878316,"2021","1",16.3999996185303
106.784996137632,-6.12499996878316,"2021","1",16.5
106.794996137365,-6.12499996878316,"2021","1",16.6000003814697
106.804996137098,-6.12499996878316,"2021","1",16.7000007629395
106.814996136831,-6.12499996878316,"2021","1",16.7000007629395
106.824996136564,-6.12499996878316,"2021","1",16.7000007629395
106.834996136297,-6.12499996878316,"2021","1",16.8999996185303
106.84499613603,-6.12499996878316,"2021","1",16.8999996185303
106.854996135763,-6.12499996878316,"2021","1",16.8999996185303
106.864996135496,-6.12499996878316,"2021","1",16.8999996185303
106.874996135229,-6.12499996878316,"2021","1",16.7999992370605
106.884996134962,-6.12499996878316,"2021","1",16.7999992370605
106.894996134694,-6.12499996878316,"2021","1",16.7999992370605
106.904996134427,-6.12499996878316,"2021","1",16.7000007629395
106.91499613416,-6.12499996878316,"2021","1",16.6000003814697
106.924996133893,-6.12499996878316,"2021","1",16.7000007629395
106.934996133626,-6.12499996878316,"2021","1",16.6000003814697
106.944996133359,-6.12499996878316,"2021","1",16.6000003814697
106.954996133092,-6.12499996878316,"2021","1",16.6000003814697
106.964996132825,-6.12499996878316,"2021","1",16.7000007629395
106.974996132558,-6.12499996878316,"2021","1",16.6000003814697
106.984996132291,-6.12499996878316,"2021","1",16.6000003814697
106.994996132024,-6.12499996878316,"2021","1",16.6000003814697
106.654996141104,-6.13499996856811,"2021","1",15.6000003814697
106.664996140837,-6.13499996856811,"2021","1",15.8000001907349
106.67499614057,-6.13499996856811,"2021","1",15.8000001907349
106.684996140303,-6.13499996856811,"2021","1",16
106.694996140036,-6.13499996856811,"2021","1",16.1000003814697
106.704996139769,-6.13499996856811,"2021","1",16.1000003814697
106.714996139502,-6.13499996856811,"2021","1",16.2999992370605
106.724996139235,-6.13499996856811,"2021","1",16.3999996185303
106.734996138967,-6.13499996856811,"2021","1",16.5
106.7449961387,-6.13499996856811,"2021","1",16.6000003814697
106.754996138433,-6.13499996856811,"2021","1",16.7000007629395
106.764996138166,-6.13499996856811,"2021","1",16.7999992370605
106.774996137899,-6.13499996856811,"2021","1",16.8999996185303
106.784996137632,-6.13499996856811,"2021","1",16.8999996185303
106.794996137365,-6.13499996856811,"2021","1",17.1000003814697
106.804996137098,-6.13499996856811,"2021","1",17.1000003814697
106.814996136831,-6.13499996856811,"2021","1",17.2000007629395
106.824996136564,-6.13499996856811,"2021","1",17.2999992370605
106.834996136297,-6.13499996856811,"2021","1",17.2999992370605
106.84499613603,-6.13499996856811,"2021","1",17.3999996185303
106.854996135763,-6.13499996856811,"2021","1",17.3999996185303
106.864996135496,-6.13499996856811,"2021","1",17.2999992370605
106.874996135229,-6.13499996856811,"2021","1",17.2999992370605
106.884996134962,-6.13499996856811,"2021","1",17.2999992370605
106.894996134694,-6.13499996856811,"2021","1",17.2999992370605
106.904996134427,-6.13499996856811,"2021","1",17.2000007629395
106.91499613416,-6.13499996856811,"2021","1",17.2000007629395
106.924996133893,-6.13499996856811,"2021","1",17.2000007629395
106.934996133626,-6.13499996856811,"2021","1",17
106.944996133359,-6.13499996856811,"2021","1",17.1000003814697
106.954996133092,-6.13499996856811,"2021","1",17.1000003814697
106.964996132825,-6.13499996856811,"2021","1",17.1000003814697
106.974996132558,-6.13499996856811,"2021","1",17
106.984996132291,-6.13499996856811,"2021","1",17
106.994996132024,-6.13499996856811,"2021","1",17
106.654996141104,-6.14499996835306,"2021","1",15.8999996185303
106.664996140837,-6.14499996835306,"2021","1",16
106.67499614057,-6.14499996835306,"2021","1",16.1000003814697
106.684996140303,-6.14499996835306,"2021","1",16.2000007629395
106.694996140036,-6.14499996835306,"2021","1",16.3999996185303
106.704996139769,-6.14499996835306,"2021","1",16.5
106.714996139502,-6.14499996835306,"2021","1",16.6000003814697
106.724996139235,-6.14499996835306,"2021","1",16.7000007629395
106.734996138967,-6.14499996835306,"2021","1",16.7999992370605
106.7449961387,-6.14499996835306,"2021","1",17.1000003814697
106.754996138433,-6.14499996835306,"2021","1",17.2000007629395
106.764996138166,-6.14499996835306,"2021","1",17.2999992370605
106.774996137899,-6.14499996835306,"2021","1",17.3999996185303
106.784996137632,-6.14499996835306,"2021","1",17.5
